name,place_id,address,rating,user_ratings_total,price_level,latitude,longitude,area,phone,website,opening_hours,types,photos,source,international_phone,reviews_summary
Sinamangal Mini Futsal,ChIJ5Q9gMjsZ6zkRKQg2LZpAV2Y,"Tara Hall Chowk, M9W2+C6X, सिनामंगल राेड, काठमाडौँ 44600, Nepal",3.3,28,0,27.696114,85.3506115,Kathmandu,986-1030224,,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: 8:00 AM – 7:00 PM; Sunday: 8:00 AM – 7:00 PM,"point_of_interest, establishment",1,Google Places API,+977 986-1030224,"★2: One of those unmanaged small futsals in town. The ground itself is smaller. There is no Management a... | ★3: Small pitch and post but reasonable price. Best 4 vs 4.... | ★2: Its a fine place if you want to play 4-4. Orelse, it isn't really good...."
Nepa futsal,ChIJuYcN3i4Z6zkRkF-7tKk1B7M,"P79W+4J9, Kathmandu 44600, Nepal",3.2,59,0,27.7177719,85.296521,Kathmandu,984-1963168,https://www.facebook.com/rockpra91?mibextid=LQQJ4d,,"point_of_interest, establishment",1,Google Places API,+977 984-1963168,★5: Good experience  in nepa futsal🥰... | ★2: Needs major renovation. New net for goalpost needed. Poor sanitation. Too many mosquitoes.... | ★1: Renovation is highly needed. The sanitation is so bad....
Thakali futsal,ChIJq9F8KpIZ6zkRAQcYuyTFR9c,"Samakhusi, Kathmandu 44600, Nepal",3.0,3,0,27.73729,85.3173272,Kathmandu,985-1071842,,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 985-1071842,★5: Nice futsal... | ★1: Poor turf... | ★3: ...
GAIRIGAUN FUTSAL CENTER,ChIJw02aa4kZ6zkROIeq-UOeIxQ,"M9R2+3G9, Mangal Galli, Kathmandu 44600, Nepal",2.9,192,0,27.69015,85.35136,Kathmandu,01-4112251,,Monday: 6:00 AM – 7:00 PM; Tuesday: 6:00 AM – 7:00 PM; Wednesday: 6:00 AM – 7:00 PM; Thursday: 6:00 AM – 7:00 PM; Friday: 6:00 AM – 7:00 PM; Saturday: 6:00 AM – 7:00 PM; Sunday: 6:00 AM – 7:00 PM,"point_of_interest, establishment",1,Google Places API,+977 1-4112251,"★1: Very poor quality grass and turf. Players trip when they play in such grass. Also, price is too high... | ★3: While the field offers plenty of room for play, it's a bit hidden away and might require some extra ... | ★1: this futsal charges 750 rs just for half an hour and 1600rs for an hour for kids. For other it charg..."
Sky Goals Futsal,ChIJ__9lOmMZ6zkRx-En_m4ztlk,"P8QQ+QMG, Milijuli Marg, Kathmandu 44600, Nepal",2.9,19,0,27.7394518,85.3391766,Kathmandu,01-4016303,,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,+977 1-4016303,★1: Cancelled my booking in the last minute. Avoid this futsal.... | ★4: This futsal is near from my home and  the ground there is good to play also it is located in rooftop... | ★5: It was fantastic playing there I wish if they could manage the post...
BG Brothers Futsal,ChIJe7dIs5cZ6zkRUA4NwMEH7bM,"M9H3+GVW, Kathmandu 44600, Nepal",2.8,77,0,27.6793813,85.35451119999999,Kathmandu,984-3505050,,Monday: 5:00 AM – 8:00 PM; Tuesday: 5:00 AM – 8:00 PM; Wednesday: 5:00 AM – 8:00 PM; Thursday: 5:00 AM – 8:00 PM; Friday: 5:00 AM – 8:00 PM; Saturday: 5:00 AM – 8:00 PM; Sunday: 5:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,+977 984-3505050,"★1: I have never seen this type of frustrating behaviour from the staff. Absolute, unresponsive, careles... | ★1: Have played in numerous futsals inside kathmandu valley, but didnt have an experience as terrible as... | ★1: Double-booked our futsal court and then kicked us out. Seriously unprofessional and the staffs were ..."
Uniglobe Futsal,ChIJpfAtywAZ6zkRe8hoOByEQWc,"P849+RGC, Kathmandu 44600, Nepal",2.6,11,0,27.7070638,85.3186917,Kathmandu,,,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:00 PM,"point_of_interest, establishment",0,Google Places API,,★4: Good but should be better in coming days... | ★3: Adequate space and good crowd... | ★1: Provide your Phone Number....
Millu41 multi sports hub,ChIJgwCPblUb6zkRjMq1ygBSHHk,"Gothatar, Om toll, Shrijana toll 08, काठमाडौँ 44600, Nepal",0.0,0,0,27.7158277,85.3773767,Kathmandu,976-4597711,,Monday: 4:30 AM – 9:00 PM; Tuesday: 4:30 AM – 9:00 PM; Wednesday: 4:30 – 9:00 AM; Thursday: 4:30 AM – 9:00 PM; Friday: 4:30 – 9:00 PM; Saturday: 4:30 AM – 9:00 PM; Sunday: 4:30 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 976-4597711,
Dreamers Sporting Club,ChIJhWkZLQAX6zkRVcwmlZVt1ZU,"J8JX+9JC, Godawari 44700, Nepal",5.0,13,0,27.6310962,85.3490319,Lalitpur,981-4928707,https://m.facebook.com/profile.php/?id=100063471582698&profile_tab_item_selected=about,,"point_of_interest, establishment",1,Google Places API,+977 981-4928707,"★5: Every dreams begins with the dreamers. ""Let's build up the skill.""... | ★5: very good futsal and club ...😊😊... | ★5: Best futsal..."
TeamTeam Futsal,ChIJUf4ifAAX6zkRT-GyXyuZNwg,"M943+9F7, Mahalaxmi 44600, Nepal",5.0,4,0,27.6559043,85.3536677,Lalitpur,,,,"point_of_interest, establishment",1,Google Places API,,★5: Very good environment and ground 24 m x 34 m... | ★5: East lalitpur biggest futsal amazing experience... | ★5: ...
Sunakothi Badminton Club - SBC,ChIJaxXtspQX6zkR7yxannLZb2o,"Sunakothi-27, ललितपुर 44700, Nepal",5.0,1,0,27.6310552,85.3176374,Lalitpur,,,"Monday: 5:00 – 9:00 AM, 5:00 – 9:00 PM; Tuesday: 5:00 – 9:00 AM, 5:00 – 9:00 PM; Wednesday: 5:00 – 9:00 AM, 5:00 – 9:00 PM; Thursday: 5:00 – 9:00 AM, 5:00 – 9:00 PM; Friday: 5:00 – 9:00 AM, 5:00 – 9:00 PM; Saturday: 5:00 – 10:00 AM, 5:00 – 9:00 PM; Sunday: 5:00 – 9:00 AM, 5:00 – 9:00 PM","point_of_interest, establishment",1,Google Places API,,★5: ...
Best Futsal turf nepal,ChIJ-dXLyicZ6zkR9MjDbSibDt8,"Lalitpur 44600, Nepal",4.9,10,0,27.6587525,85.3247183,Lalitpur,985-1044110,,,"point_of_interest, establishment",1,Google Places API,+977 985-1044110,"★5: Best quality...any futsal maker can contact here for more information...
Recently our nepals biggest... | ★5: Impressed with the quality turf installation and the professional setup of the entire sports arena! ... | ★4: Best turf facilities, with genuine warranty
Keep it up..."
Kc’s Futsal,ChIJ8xyMIQAZ6zkRQFD_RS570jk,"M89V+585, Lalitpur 44600, Nepal",4.9,38,0,27.6680165,85.3433884,Lalitpur,984-1257251,,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 984-1257251,"★5: Friendly Environment, Neat and Clean Ambience, Affordable Price.... | ★5: Its a newly opened futsal. The environment is nice the service and staff are good and well behaved. ... | ★5: I recently played at this futsal, and it was an incredible experience! The court was in perfect cond..."
Himalayan Futsal,ChIJQUHGEpMZ6zkREVGnx6EgWWs,"Kusunti Marg 13, Lalitpur 44600, Nepal",4.7,6,0,27.6598666,85.3092731,Lalitpur,981-1056752,,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:01 – 8:00 PM; Thursday: 6:00 – 8:00 PM; Friday: 6:00 – 8:00 PM; Saturday: 6:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:01 PM,"point_of_interest, establishment",1,Google Places API,+977 981-1056752,★5: Good futsal in the area... | ★5: Nice turf... | ★4: ...
Nirvana futsal,ChIJ4fdKiqYX6zkR7X2M1Kq43qM,"J89H+X8Q, Lalitpur 44700, Nepal",4.6,17,0,27.6205526,85.3283036,Lalitpur,,,,"point_of_interest, establishment",1,Google Places API,,★5: It's very good... | ★4: Best futsal... | ★5: Good carpet...
Shera Futsal,ChIJddORjD4X6zkRyUuhcQj9jbg,"J8RW+497, Sheraphant Marg Pashchim, Lalitpur 44700, Nepal",4.5,32,0,27.6435798,85.3458788,Lalitpur,976-7934332,,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 976-7934332,★5: Best place to play futsal peacefully... | ★5: Great futsal. Very spacious. Open area. One of the best futsals to play 5v5 matches in... | ★4: Great experience. It's wonderful...
Godawari Futsal,ChIJU3sZvOUR6zkRiSvOcrvGFYE,"J954+JF5, Taukhel, Lalitpur 44709, Nepal",4.5,47,0,27.6089708,85.3562504,Lalitpur,984-1746795,,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,+977 984-1746795,"★5: Very good futsal will good quality and facility... | ★4: Good ground with good parking space and water.
even has a restaurant inside... | ★5: best traninh in a low price of 3100 for 3 mont 1 day traning every week and best coach..."
Lakhur Futsal,ChIJR6ZDRioX6zkRbcw6LEsTI4Y,"Thaiba, Lalitpur 44700, Nepal",4.4,22,0,27.6337016,85.3501177,Lalitpur,982-3374788,,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,+977 982-3374788,★5: Good... | ★4: Happy... | ★3: ...
One Tree Hill Futsal,ChIJ1SU_Ub0X6zkRt5FjtBBUx_g,"J8R2+Q6H, Lalitpur 18, Nepal",4.3,73,0,27.6419408,85.30059949999999,Lalitpur,984-0000587,,Monday: 6:00 – 9:00 AM; Tuesday: 6:00 – 9:00 AM; Wednesday: 6:00 – 9:00 AM; Thursday: 6:00 – 9:00 AM; Friday: 6:00 – 9:00 AM; Saturday: 6:00 – 9:00 AM; Sunday: 6:00 – 9:00 AM,"point_of_interest, establishment",1,Google Places API,+977 984-0000587,★4: Location is a bit off. But at the same time it makes it quite. Big ground so good experience. Hard r... | ★5: Well maintained futsal turf. With the blissful and calmness of the khokana region... | ★3: Please let me know if you have regular playing groups where someone can join?...
Great Himalaya Cricket Academy-GHCA,ChIJBbhXesYX6zkRLDev4brFshQ,"Unnamed Road, M82P+5Q2, ललितपुर 44700, Nepal",4.3,145,0,27.6483776,85.33802229999999,Lalitpur,984-1367821,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,"point_of_interest, establishment",1,Google Places API,+977 984-1367821,"★5: I had an amazing experience at GHCA! The coaches are highly skilled, professional, and dedicated to ... | ★4: This is the place where one can enjoy indoor cricket. Enough space for indoor cricket. They also pro... | ★3: Not bad but pitch in the cricsal should be maintained so slippery..."
Legend futsal,ChIJiRg-9qAR6zkR1SQ4gfq1Q3E,"Unnamed Road, महालक्ष्मी 44600, Nepal",4.2,63,0,27.6521171,85.3597442,Lalitpur,976-6898077,,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 976-6898077,★4: Good place to play futsal.... | ★5: This futsal is too good for kids.here kids can get training and big people can book for 1 hour for 9... | ★4: Very affordable...
Active Sports Complex,ChIJoYLiNuIX6zkRj1F0WvvmZ5w,"Lalitpur 44700, Nepal",4.2,56,0,27.6396514,85.32019989999999,Lalitpur,,,,"cafe, spa, gym, food, health, point_of_interest, establishment",1,Google Places API,,"★4: The place is quite and Peaceful and the swimming pool is wide bigger than you expect than ordinary p... | ★5: One of the best futsal and swimming experience i have had in KTM.... if you are a futsal lover and u... | ★5: Out of all the pools we have visited in KTM, this one is my favourite. 400 for adults, 250 for kids...."
Army Physical Training and Sports Centre,ChIJMcaIcNcZ6zkRM0UtSj1eg8s,"M86F+V8M, Lalitpur 44700, Nepal",4.2,413,0,27.6622028,85.3232981,Lalitpur,981-9190466,,,"point_of_interest, establishment",1,Google Places API,+977 981-9190466,"★4: Very peaceful and we'll maintained Play Ground where, different kinds of events, sports activities c... | ★2: The metal steps like areas to sit on are too cold for the audience and overall too cold to stay in. ... | ★3: Army ground Lagankhel is wide area inside green tree. Using toilet is worst, they never maintaining...."
narkate futsal arena,ChIJr7rhcfcR6zkRil7yJ7JvEyY,"M92C+238 yeti awash, Mahalaxmi 44700, Nepal",4.2,39,0,27.6493491,85.3698068,Lalitpur,980-1831336,,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 980-1831336,★3: Changing room and toilet facilities are not so good. The pitch is old and the carpets are torn. The ... | ★4: Better and best platform for upcoming futsal players. Awesome place to play... | ★5: It's a great experience playing here in Narkate Futsal Arenna...
All Nepal Football Association,ChIJJSpm0t4Z6zkRB1z-uXpFmgI,"Ring Rd 44600, Lalitpur 44700, Nepal",4.2,283,0,27.662482,85.32933059999999,Lalitpur,01-5201060,http://the-anfa.com/,Monday: 10:00 AM – 5:00 PM; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: 10:00 AM – 5:00 PM,"point_of_interest, establishment",1,Google Places API,+977 1-5201060,"★5: The best football training association for youths. ANFA has a large group of experienced coaches whi... | ★4: Regular sessions.
A division and B division matches are conducted.
National training camp... | ★5: The All Nepal Football Association has been making commendable strides in promoting and developing f..."
Elite Sports Training Center,ChIJVcD80BMX6zkR1eOc9V0F_qs,"nakkhu dol, Lalitpur 44600, Nepal",4.1,59,0,27.6470444,85.3097248,Lalitpur,981-3201976,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: 6:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,+977 981-3201976,★5: Best futsal with every facility possible ❤️. Come let’s play together.... | ★5: Located at really peaceful environment. Price is very reasonable. Very humble owner. Everything is n... | ★5: Do visit guys for better experience in fustal❤️...
Nakhipot Basket Ball court,ChIJ_zR2QXkX6zkRpD9TU68GuUo,"Bishal Chowk - Nakhipot Rd, Lalitpur 44700, Nepal",4.1,151,0,27.6511343,85.3178447,Lalitpur,,,Monday: 6:00 AM – 7:00 PM; Tuesday: 6:00 AM – 7:00 PM; Wednesday: 6:00 AM – 7:00 PM; Thursday: 6:00 AM – 7:00 PM; Friday: 6:00 AM – 7:00 PM; Saturday: 6:00 AM – 7:00 PM; Sunday: 6:00 AM – 7:00 PM,"point_of_interest, establishment",1,Google Places API,,★5: People will always be playing and will gladly welcome another player. Be ready for a tough game thou... | ★4: It's very crowded somedays so it may take a whike before you can play... | ★4: It is a good indoor basketball and badminton court in Nakhipot area which has benefited many in heal...
Budhi Bikash Football Ground,ChIJ9zyJKNEZ6zkRgWJ7V147FTI,"Lagankhel Football Ground, Lalitpur 44700, Nepal",4.1,70,0,27.6651531,85.3211985,Lalitpur,01-5201060,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Closed; Friday: Closed; Saturday: Open 24 hours; Sunday: Open 24 hours,"point_of_interest, establishment",1,Google Places API,+977 1-5201060,"★3: Ground is smooth but no grasses. Lots of dust but its ok to visit and enjoy football.... | ★5: Big space For Practicing Many Sports .
It has football ground ; basketball court, Badminton court ;k... | ★5: Good..."
Khwopa Futsal and Training Center,ChIJYxfgX6ca6zkRDEM8bXlivsE,"Sundarbasti, F099, सुर्यविनायक 44800, Nepal",4.1,203,0,27.6622434,85.4235214,Lalitpur,01-5177177,http://www.khwopafutsal.com.np/,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 1-5177177,"★1: Worst carpet and hard to play . If we fall in the ground there is a chance of being injured. And las... | ★3: Futsal is average, the turf(carpet)  of the futsal is in its worst Condition so what i recommend to ... | ★3: Ground is okayish...however the toilet could've been better!..."
Grace futsal,ChIJUR9M-4QX6zkRW_SXRvUmaeo,"Dhapakhel Rd, Lalitpur 44700, Nepal",4.0,49,0,27.6444112,85.3272155,Lalitpur,980-1237744,https://www.facebook.com/Grace-sports-complex-120612559541308/,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,+977 980-1237744,"★2: Carpet needs to be replaced ASAP... | ★3: The ground is small
Parking space for bike is ok but when it comes to car it's tuff... | ★5: Great experience. Neat and clean. Appropriate for all ages. My kid loves being there...."
Futsal Village,ChIJQQCyLHcX6zkRKEe8adRim_k,"Near Nakhipot Microstation Park, Loha Chowk, Nakhipot Line, ललितपुर 44700, Nepal",4.0,166,0,27.644248,85.3147939,Lalitpur,980-8390866,,,"point_of_interest, establishment",1,Google Places API,+977 980-8390866,"★4: Very nice place for futsal. Quite spacious. But the bad thing is that you have to take two buses if ... | ★3: Okay, not good enough. Has some bumps here and there. Maintenance is very low and it rains from ever... | ★5: Very spacious court to play futsal in the fresh environment..."
The Yellow house Futsal & Homestay,ChIJA0zxHWYX6zkRkpIUVWq0T_M,"Lalitpur 44700, Nepal",4.0,6,0,27.6104375,85.3091875,Lalitpur,985-1061634,,Monday: 7:00 AM – 9:00 PM; Tuesday: 7:00 AM – 9:00 PM; Wednesday: 7:00 AM – 9:00 PM; Thursday: 7:00 AM – 9:00 PM; Friday: 7:00 AM – 9:00 PM; Saturday: 7:00 AM – 9:00 PM; Sunday: 7:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 985-1061634,★1: That place is to very peaceful area and I like it very much .... | ★5: ... | ★3: ...
Harisiddhi Futsal,ChIJc2ZVJEEX6zkR5q8IpCZ3Tos,"J8RR+GW5, Lalitpur 44700, Nepal",3.9,229,0,27.6393883,85.33867230000001,Lalitpur,01-5912068,,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 1-5912068,"★4: Located at nearby main road, it is one of the best futsal to enjoy around Godavari region.... | ★1: Worst futsal in lalitpur when we booked 7-8 futsal but they just allowed to play 50 min its when we ... | ★1: This futsal has lot's of holes plus they only let you play for fifty minutes. And they never say tha..."
Maa Baglamukhi Futsal,ChIJG0jwrTIZ6zkRDpUPhqY2bBQ,"M8HG+XMQ, Dathulan Rd, Lalitpur 44600, Nepal",3.8,228,0,27.6799464,85.3267683,Lalitpur,01-5268611,https://www.facebook.com/Maa-Bangalamukhi-Futsal-104175337695608/,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:40 PM; Saturday: 6:00 AM – 8:40 PM; Sunday: 6:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,+977 1-5268611,"★3: The turf wasn't that great. Rubber grains were visible all
over the ground. It needs maintenance. I ... | ★3: Its good futsal . suitable area. Well parking. Excellent instructors.... | ★2: Very dusty
we had to play wearing a mask..."
SV Futsal,ChIJeeuik7EZ6zkR7PqR1NGbmvg,"M8MH+FPX, Jana Ekta Marg, Kathmandu 44600, Nepal",3.8,30,0,27.6837336,85.3293589,Lalitpur,984-2536020,,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 984-2536020,"★4: The futsal ground is located nearby Sankhamul bridge. It is a small ground which is perfect for 4 ea... | ★5: Friendly caretakers
Size is smaller than your usual ground so, 4v4 is more suited... | ★3: Place is very small but in a prime location. You can only play 4 v 4. However, two-wheeler parking i..."
Jawalakhel Footbal Ground,ChIJewBr3DIY6zkRMjhjviF1fe4,"44600, ललितपुर 44600, Nepal",3.8,89,0,27.6725027,85.3125822,Lalitpur,,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,"point_of_interest, establishment",1,Google Places API,,"★4: Jawalakhel Football Ground has been carefully maintained football ground. This has been one of the g... | ★4: Visited during Chrysanthemum Flower Exhibition. Good space for sports functions, exhibitions, fairs ... | ★4: 👍👁️..."
Goalpost Futsal,ChIJr0dIq4UX6zkRrM5pqEOkcSY,"Karyabinayak 44700, Nepal",3.7,117,0,27.6497166,85.3055025,Lalitpur,,,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,,★4: Enjoyed playing there. They also gave extra time for us since there was no other reservations. That'... | ★3: Can you please add contact number. I couldn't find it. And also do you have any group playing regula... | ★3: The owners need to redo the whole ground which is in bad condition. Enough parking space for a group...
7 Wayz United Futsal,ChIJL2zh9wgZ6zkRWjbLMy5yoIs,"Chwama Marg, Lalitpur 44700, Nepal",3.6,37,0,27.6598831,85.3307056,Lalitpur,974-5680148,,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,"point_of_interest, establishment",1,Google Places API,+977 974-5680148,"★1: Too small condition of ground is bad no grass all rubber ...while playing person
slides it should be... | ★3: We played on 7 Wayz united Futsal on 2 weekends. The Futsal ground is quite smaller even for 5-5 sid... | ★3: Length of the futsal is small compared to other futsal ground ...."
Dhobighat futsal,ChIJAwNJlXgZ6zkRtPK2BfRXf-I,"M8G5+C75, Lalitpur 44600, Nepal",3.2,110,0,27.6760058,85.30821209999999,Lalitpur,981-8331610,,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 8:00 PM; Saturday: 7:00 AM – 8:00 PM; Sunday: 7:00 AM – 8:00 PM,"point_of_interest, establishment",1,Google Places API,+977 981-8331610,"★1: Booking confusion. Couldn't play due to improper mgmt. Also, it has been dirty and poor from 5+ year... | ★3: Not good management
Playes do overplay than the subscription time... | ★3: They have changed the carpet which is good but it's pretty small!
No water in the washroom
Staffs us..."
Dhobighat Basketball Court,ChIJf-16mEMZ6zkRGItjh7saTrw,"M8G5+C92, Lalitpur 44600, Nepal",2.8,5,0,27.67597,85.30856229999999,Lalitpur,,,,"point_of_interest, establishment",1,Google Places API,,"★4: Mainly local products are sold in good price, you can find many herbal products as well. The stalls ... | ★1: Upon this hallowed ground where spheres doth bounce, and swift-footed athletes their vigor pronounce... | ★4: Basketball court just beside Dhobighat Futsal. The basketball court, Lamochaur park, dhobighat futsa..."
